soph st; Honors 200(P); cons Honors College dir.,COMPLIT381,Critical study of a problem in comparative literary relations.,3,COMPLIT 381 Honors Seminar:
jr st.,COMPLIT410,Influences of classical literature and art upon modern literature.,3,COMPLIT 410 Classical Backgrounds of Modern Literature:
jr st or cons instr.,COMPLIT457,"Critical reading, lectures, and discussion of important works on a topic, genre, or historical period with particular emphasis on intellectual and cultural context.",3,COMPLIT 457 Topics in French and Francophone Studies in Translation:
jr st.,COMPLIT461,"Growth and development of film in conjunction with literary devices (narrative, setting, etc.), novels, plays, biographies, and poetry. Mutual influences of literary and cinematic arts.",3,COMPLIT 461 Film-Fiction Interaction:
jr st.,COMPLIT463,The development of critical theories from Plato to the present.,3,COMPLIT 463 Literary Criticism: Major Authors
"jr st, completion of OWC-A; or grad st.",COMPLIT464,Principles and theories of literary criticism in a given period; major approaches to literature.,3,COMPLIT 464 Seminar in Comparative Literary Criticism:
jr st; 300-level or above course in CompLit; 2.25 gpa; cons supervising faculty member.,COMPLIT489,"Application of advanced principles of comparative  literature in a business, organizational, educational, political, or other appropriate setting.",1-6,"COMPLIT 489 Internship in Comparative Literature, Upper Division"
jr st; acceptance for Study Abroad Prog.,COMPLIT497,"Designed to enroll students in UWM sponsored program before course work level, content, and credits are determined and/or in specially prepared program course work.",1-12,COMPLIT 497 Study Abroad:
jr st; add'l prereqs may be assigned to specific topic.,COMPLIT499,"Course created expressly for offering in a specified enrollment period. Requires only dept & assoc dean approval. In exceptional circumstances, can be offered in one add'l sem.",1-6,COMPLIT 499 Ad Hoc:
jr st.,COMPLIT533,"Development of important trends, ideas, and forms of world literature, and their contributions to cultural modernity.",3,COMPLIT 533 Seminar in Trends in Modern Literature:
"jr st; 2.5 GPA; writ cons instr, dept chair, asst dean for SAS.",COMPLIT699,"Advanced independent work under the supervision of a CompLit faculty or instructional academic staff member. For further information, consult CompLit prog coord.",1-3,COMPLIT 699 Advanced Independent Reading
grad st,COMPLIT704,"Investigation of cultural phenomena in their socio-historical contexts and in their symbolization in folklore, literature, and art.  Specific topics and any additional prereqs announced in the Schedule of Classes each time course is offered.",3,COMPLIT 704 Seminar in Cultural Studies:
grad st,COMPLIT707,"Two or more theoretical and methodological approaches to literature, with application to selected literary texts. Specific topics and any additional prerequisites announced in Schedule of Classes each time course is offered.",3,COMPLIT 707 Seminar in Methods of Literary Analysis:
grad st; 3.0 GPA; cons supervising faculty member.,COMPLIT789,"Application of advanced principles of comparative literature in a business, organizational, educational, political, cultural, or other appropriate setting. Retakable to 6 cr max.",1-31,COMPLIT 789 Graduate Internship in Comparative Literature
grad st.,COMPLIT820,"The role of translation in the development of languages, cultures, and societies; cultural and ideological forces shaping translations; contemporary theories of translation.",3,COMPLIT 820 Translation Theory
"2.5 gpa; writ cons instr, dept chair asst dean for SAS.",CES199,"For further information, consult dept chair.",1-3,CES 199 Independent Study
none.,CES210,"Relations between human populations and resource depletion, pollution and ecosystem disturbance; search for solutions. Discussion section includes some community activities with environmental organization. 2 hrs lec, 1 hr dis",3,CES 210 Introduction to Conservation and Environmental Science
intro course in CES; 2.50 gpa; cons supervising faculty member.,CES289,"Application of basic principles of environmental studies in a business, organizational, educational, political, or other appropriate setting.",1-6,"CES 289 Internship in Environmental Studies, Lower Division"
none.,CES290,"Climate change - myth? science?  Global warming causes; energy for sustainability; non-renewable (coal, oil, nuclear power), renewable (sun, wind, hydro, biomass, biogas) sources; predictions for 2050.",3,CES 290 Seminar: Cool Power to Slow Global Warming
acceptance for Study Abroad Prog.,CES297,"Designed to enroll students in UWM-sponsored program before course work level, content, and credits are determined and/or in specially prepared course work.",1-12,CES 297 Study Abroad:
none; add'l prereqs may be assigned to specific topic.,CES299,"Course created expressly for offering in a specified enrollment period. Requires only dept & assoc dean approval. In exceptional circumstances, can be offered in one add'l sem.",1-6,CES 299 Ad Hoc:
jr st; Bio Sci 310(P) or equiv or cons instr.,CES451,"Introduction to methods, techniques and tools for natural area management, including plant/animal surveys, vegetation/habitat description, and incorporating hands-on experience. 2 hr lec, 3 hrs lab.",3,CES 451 Field Methods in Conservation
jr st; CES 210(P) or cons instr.,CES461,"Principles of environmental policy, governance, and management for global sustainability.",3,CES 461 The Politics and Policy of Sustainability
jr st; CES 210(P) or cons instr.,CES461G,"Principles of environmental policy, governance, and management for global sustainability.",3,CES 461G The Politics and Policy of Sustainability
sr st; Bio Sci 310(P); declared CES major; or cons instr.,CES471,"Preparation and presentation of a natural resource or environmental management plan for a real-world client. 3 hrs lec, 1 hr dis.",4,CES 471 Practicum in Natural Resources Management
jr st; 300-level or above course in Conservation Environmental Sciences; 2.5 gpa; cons supervising faculty member.,CES489,"Application of advanced principles of environmental studies in a business, organizational, educational, political, or other appropriate setting.",1-6,"CES 489 Internship in Environmental Studies, Upper Division"
sr st; Conservation Environmental Sciences major or Bio Sci major.,CES490,"Examination of conservation literature and preparation, presentation, and discussion of oral reports by individual students.",1,CES 490 Senior Seminar: Conservation and Environmental Science
jr st; acceptance for Study Abroad Prog.,CES497,"Designed to enroll students in UWM sponsored program before course work level, content, and credits are determined and/or in specially prepared course work.",1-12,CES 497 Study Abroad:
jr st; add'l prereqs may be assigned to specific topic.,CES499,"Course created expressly for offering in a specified enrollment period. Requires only dept & assoc dean approval. In exceptional circumstances, can be offered in one add'l sem.",1-6,CES 499 Ad Hoc:
jr st or cons instr.,CES515,Overview of United States environmental and natural resource law.,3,CES 515 Environmental Law for Natural Resource Managers
jr st; CES 210(P) or cons instr.,CES550,Concepts and practices of presenting science information for audience understanding of impact of science on daily life. Interpretation techniques for science content in nonformal settings.,3,CES 550 Introduction to Science Interpretation
jr st; CES 550(P).,CES551,"Building upon CES 550, application of skills and knowledge to interdisciplinary environmental issues.",3,CES 551 Application of Science Interpretation
jr st; grade C or better in CES 210(P).,CES571,Natural ecological principles used to develop sustainable human-influenced environments. Emphasis on practical solutions to assess and develop alternative sustainable human agroecological models.,3,CES 571 Practical Approaches to a Sustainable Future
jr st; Bio Sci 310(P) or equiv; Math 211(P) or equiv; or cons instr.,CES651,"Stream management and restoration, open-channel hydraulics, stream geomorphology, stable channel design, sediment transport, and in-stream aquatic ecology and riparian corridor habitats.",3,CES 651 Principles of Stream Management and Restoration
jr st; Bio Sci 310(P) or equiv; Math 211(P) or equiv; or cons instr.,CES651G,"Stream management and restoration, open-channel hydraulics, stream geomorphology, stable channel design, sediment transport, and in-stream aquatic ecology and riparian corridor habitats.",3,CES 651G Principles of Stream Management and Restoration
"jr st; 2.5 GPA; writ cons instr, dept chair, asst dean for SAS.",CES699,Advanced level independent work under the supervision of CES faculty or academic staff member.,1-3,CES 699 Advanced Independent Study
grad st.,COMPST701,"Introductory discussion of logic and reasoning techniques, discrete structures, combinatorics, probability, and their applications to IT.",3,COMPST 701 Mathematical & Computing Fundamentals for IT Professionals
grad st.,COMPST702,Programming in Python. Basic control structures including recursion. Basic and library data types. Problem solving with objects. Writing classes. Basic software development skills.,3,COMPST 702 Software Development in Python
CompSt 702 or equiv.,COMPST703,"Introduction to core topics of software engineering including requirements analysis, object-oriented design, testing, and project management. Overview of ethical and social issues in computing.",3,COMPST 703 Software Engineering Principles
"Previous programming experience such as CompSt 702(P), CompSci 240(P), or CompSci 250(P).",COMPST750,"Problem solving with object-oriented programming language. Topics include arrays, strings, classes, standard data structures, graphical user interfaces, exceptions, files, debugging, and configuration management.",3,COMPST 750 Problem Solving with Object-Oriented Programming
CompSt 750(P) or CompSci 251(R).,COMPST751,"Programming in a structured, high-level, object-oriented language. Implementation of data structures and algorithms and their application.",3,COMPST 751 Data Structures and Algorithms
grad st; add'l prereqs depending on topic.,COMPST790,Discussion of special advanced topics in the study of computing. Retakable with change in topic to 9 cr max.,3-9,COMPST 790 Advanced Topics in Computer Studies:
cons instr; acceptance for Study Abroad Prog.,COUNS297,"Designed to enroll students in UWM sponsored program before course work level, content, and credits are determined and/or in specially prepared program course work.",1-12,COUNS 297 Study Abroad:
jr st,COUNS403,An applied course which introduces students to the basic interpersonal skills required in the counseling process. Designed for students interested in counseling and related fields.,3,COUNS 403 Overview of Counseling Skills
"jr st, cons instr, acceptance for Study Abroad Prog.",COUNS497,"Designed to enroll students in UWM sponsored program before course work level, content, and credits are determined and/or in specially prepared program course work.",1-12,COUNS 497 Study Abroad:
jr st,COUNS579,Specific topic and prerequisites announced in Schedule of Classes each time course is offered.,1-3,COUNS 579 Current Topics in Counseling:
jr st.,COUNS600,"Survey of history of counseling; systems of counseling; credentialing in community counseling, counseling techniques;  behavior modification and behavioral counseling; group processes in counseling.",3,COUNS 600 Introduction to Clinical Mental Health Counseling
jr st.,COUNS600G,"Survey of history of counseling; systems of counseling; credentialing in community counseling, counseling techniques;  behavior modification and behavioral counseling; group processes in counseling.",3,COUNS 600G Introduction to Clinical Mental Health Counseling
jr st,COUNS602,"Survey of history of school counseling, counseling techniques, systems of counseling, group counseling in schools.",3,COUNS 602 Introduction to School Counseling
jr st,COUNS602G,"Survey of history of school counseling, counseling techniques, systems of counseling, group counseling in schools.",3,COUNS 602G Introduction to School Counseling
grad st; Couns 601(C),COUNS701,Psychological adjustment to disabling conditions by clients and families; case management practices with non-physical disabilities; substance abuse among persons with disabilities.,3,COUNS 701 Psychosocial Aspects of Disability in Rehabilitation Counseling
grad st.,COUNS702,Neuroscience and medical practices related to emotional and behavioral conditions with emphasis on appropriate intervention strategies.,3,COUNS 702 Neuroscience and Medical Aspects of Counseling
grad st; Couns 601(C) or ExcEduc 679(P).,COUNS703,"Disability and case management practices for severely disabled persons. Emphasis on return to work interventions: vocational evaluation, work adjustment, job placement, accomodation, ergonomics.",3,COUNS 703 Vocational Aspects in Rehabilitation and Exceptional Education
grad st,COUNS704,Basic concepts in multicultural psychology and how they interact to shape the individual.,3,COUNS 704 Multicultural Mental Health Guidelines and Ethics Overview
grad st; Couns 704,COUNS705,Understanding and knowledge related to mental health practices of individuals from diverse cultural groups.,3,COUNS 705 Multicultural Practice: Awareness and Knowledge of Others
"grad st; course in learning, human development &amp;/or personality theory.",COUNS710,"Counseling theories and issues, associated research, and application of theory to counseling practice.",3,COUNS 710 Counseling: Theory and Issues
grad st.,COUNS711,"Educational, psychological, and sociological bases for career development; evolution of career development research; consideration and application of educational-occupational-social information through individual and group counseling approaches.",3,COUNS 711 Foundations in Career Development
grad st.,COUNS714,Experience and practice in basic counseling skills related to the helping process. Analysis of barriers and hazards in the counseling process.,3,COUNS 714 Essentials of Counseling Practice
grad st; Couns 714(C).,COUNS715,Understanding the impact of culture on behavior and how to use that knowledge to increase effectiveness in counseling individuals from other cultures.,3,COUNS 715 Multicultural Counseling
grad st; Couns 704 705 (P),COUNS740,"Information about the Hispanic/Latino population in the U.S. through concepts such as identity, acculturation, language, family values, religion, gender, and social class.",3,COUNS 740 Multicultural Mental Health Guidelines for Working with Latinos
grad st; Couns 704 705 (P),COUNS741,"Essential multicultural mental health information as it pertains to the LGBT population in the U.S. Areas related to demographics, historical factors, sociopolitical issues and their influence on mental health.",3,COUNS 741 Multicultural Mental Health Guidelines for Working with LGBT Individuals
grad st; Couns 704 705 (P),COUNS742,"Understanding and knowledge related to mental health practices of individuals of Asian descent living in the U.S.; demographic, historical, and sociopolitical factors influencing mental health.",3,COUNS 742 Multicultural Health Guidelines for Working with Asian Americans
grad st; Couns 704 705 (P),COUNS743,"Multicultural mental health information as it pertains to African Americans in the U.S.; addresses demographics, historical factors, and sociopolitical issues and their impact on mental health.",3,COUNS 743 Multicultural Mental Health Guidelines for Working with African Americans
grad st; Couns 704 705 (P),COUNS744,Pan-cultural information about the mental health issues facing the First Nations populations in North America.,3,"COUNS 744 Multicultural Mental Health Guidelines, Working with First Nations Persons"
grad st; Couns 704 705 (P),COUNS745,Understanding how the traditionally socialized male gender role affects the lives of men and therapeutic techniques for working with men from a gender sensitive perspective.,3,COUNS 745 Multicultural Mental Health Guidelines for Working with Men
grad st.,COUNS751,"Etiology and pathogenesis of mental disorders as they occur throughout the lifespan, with special attention paid to the multicultural influences.",3,COUNS 751 Multicultural Considerations in Lifespan Psychopathology
"grad st; Couns 710(P), Couns 714(P",COUNS755,"Introductory experience for Master's level counseling students, and is designed to meet the Wisconsin licensing requirement of 100 hours of supervised experience.",3,COUNS 755 Counseling Pre-Practicum
grad st; field placement; Couns 710(P) 714(P); cons instr; competency requirement.,COUNS764,"Practical, intensive and continuous experience in school settings that utilize counseling personnel.",3,COUNS 764 Supervised Practicum 1 in School Counseling
grad st; field placement; Couns 710(P) 714(P); cons instr; competency requirement.,COUNS765,"Practical, intensive, and continuous experience in community settings working with professional counseling personnel.",3,COUNS 765 Supervised Practicum 1 in Clinical Mental Health Counseling
grad st.,COUNS774,"Seminar examining impact of trauma experience on individuals, groups and communities following a catastrophic event. Explores traumatic events, mental injuries and impact on memory, learning, physical health and dysfunctional behavior.",3,COUNS 774 Trauma Counseling I: Theory and Research
"grad st; Couns 774, Nurs 774 , OccThpy 774 or Soc Wrk 774(P), or cons instr.",COUNS775,Seminar on diagnosis and assessment instruments as well as intervention and therapeutic techniques used to address trauma issues in counseling acute and chronic traumatized clients.,3,COUNS 775 Trauma Counseling II: Diagnosis and Treatment
grad st; field placement; Couns 710(P) 714(P); cons instr; competency requirement.,COUNS776,"Practical, intensive, and continuous experience in settings that utilize rehabilitation counseling personnel.",3,COUNS 776 Supervised Practicum 1 in Rehabilitation Counseling
grad st.,COUNS779,Specific topic and prerequisites announced in schedule of classes each time course is offered.,1-3,COUNS 779 Current Topics in Counseling:
grad st (master's level in Couns/Rehab Couns); cons instr.,COUNS790,For graduate students needing to complete master's paper.,1-3,COUNS 790 Research or Thesis
grad st; cons instr.,COUNS799,For the benefit of graduate students unable to secure needed content in regular courses.,1-3,COUNS 799 Independent Reading
grad st; Couns 710 714.,COUNS800,"Theories of groups, group counseling strategies, group structure, latent structural analysis, and educational methodologies.",3,COUNS 800 Group Counseling Theory
grad st; Ed Psy 720; Couns 711 or equiv; Couns 714,COUNS803,Vocational theories and research; understanding of individual in relation to world of work; understanding of role of assessment in vocational counseling; multicultural vocational research and counseling.,3,COUNS 803 Vocational Psychology
21 grad crs in Ed Psy &amp;/or Couns.,COUNS805,Analysis of consultation models; investigation of intervention strategies; and evaluation of the consultation process.,3,COUNS 805 Consultation Strategies for Counselors and School Psychologists
grad st; Couns 714,COUNS807,Variable content lecture-laboratory class. This course provides an in-depth view of counseling strategies based on the precepts of a particular theoretical model. Specific topics and any additional prerequisites will be announced in the schedule of classes each time the course is offered.,1-3,COUNS 807 Advanced Counseling Strategies:
grad st; Couns 710 714.,COUNS810,"Exploration of counseling functions in schools. The rationale, scope and nature of school counseling. Theories, techniques and principles of counseling process are emphasized.",3,COUNS 810 Counseling in the Schools
grad st; Couns 710 714.,COUNS812,Problem behaviors that clients bring to the counseling situation; stypical behaviors; techniques by which counselors deal with those behaviors. Emphasis on case material.,3,COUNS 812 Clinical Studies in Counseling
grad st; 21 crs in Couns or equiv.,COUNS814,"Examination of professional, legal and ethical issues affecting the practice of counseling psychology. Introduction to the scientist-practitioner model and the profession of counseling psychology.",3,"COUNS 814 Professional, Ethical and Legal Issues in Counseling Psychology"
grad st; Couns 714; Couns 715; Couns 774,COUNS815,Multicultural counseling models and related strategies for professionals working in multicultural educational and community settings.,3,COUNS 815 Advanced Multicultural Counseling
grad st.,COUNS816,This course will describe various counseling issues and strategies applicable to working with children and adolescents in both school and community settings.,3,COUNS 816 Counseling Children and Adolescents
grad st; Ed Psy 624; Ed Psy 720,COUNS819,"This course is designed to prepare students in adult group assessment. Students will become familiar with instruments used in personality, vocational, and interest assessment.",3,COUNS 819 Group Assessment for Adults
grad st; Couns 710(P).,COUNS820,Course will integrate science of psychology with counseling practice in order to promote development of advanced interviewing skills and intake reporting.,3,COUNS 820 Counseling Appraisal and Clinical Decision-Making
"grad st, cons instr",COUNS830,Introduction to the profession; multicultural counseling and APA's code of ethics covered in depth.,3,COUNS 830 Proseminar 1: Introduction to Counseling Psychology; Multiculturalism
grad st; cons instr,COUNS831,Psychotherapy models and associated techniques.,3,COUNS 831 Proseminar 2: Psychotherapy Interventions
grad st; cons instr,COUNS840,Use of psychological assessment in counseling psychology practice.,3,COUNS 840 Psychological Assessment
grad st; cons instr,COUNS841,"Advanced vocational psychology including career theory, career counseling, and social justice.",3,COUNS 841 Proseminar 4: Vocational Psychology; Social Justice
grad st; cons instr,COUNS850,Provides an introduction to and practice in supervision in counseling psychology.,3,COUNS 850 Proseminar 5: Supervision and Counsultation
grad st; cons instr,COUNS860,Analysis of research trends; examination of critical issues; reports of student research projects.,3,COUNS 860 Capstone-Research in Counseling Psychology
fr st only.,CRMJST105,Prepares students to participate in UWM's educational process and to explore career choices in social welfare.,1,CRM JST 105 Orientation for Social Welfare Students
grad st; major in area cons instr,COUNS873,,3-6,COUNS 873 Fieldwork in Student Personnel Services
grad st.,COUNS888,Available for graduate students who must meet minimum credit load requirement.,0,COUNS 888 Candidate for Degree
grad st; Couns 710(P).,COUNS904,"Introduction to systems theory, major approaches to family therapy, and the research on family systems concepts, in-session processes, and therapy outcomes.",3,"COUNS 904 Family Systems Theory, Research, and Practice"
grad st; Couns 970,COUNS917,An examination of research and strategies for the supervision of counseling; experience in the actual process of supervision.,3,COUNS 917 Supervision of Counseling
grad st; field placement; Couns 774(P); cons instr; Sat/Unsat grade only.,COUNS968,Supervised practice in cooperating K-12 school settings.,3,COUNS 968 Supervised Practicum 2 in School Counseling
grad st; field placement; Couns 775(P); cons instr; competency req.,COUNS970,"Practice in cooperating colleges, agencies, and other community settings.",3,COUNS 970 Supervised Practicum 2 in Clinical Mental Health Counseling
master's degree in Ed Psy; acceptance by Couns area; letter of recomm from agency or school,COUNS971,"Controlled practicum in group counseling with cooperating schools, colleges and agencies.",3-9,COUNS 971 Supervised Practicum in Group Counseling
master's degree in Ed Psy with specialization in Couns writ cons instr.,COUNS972,Practical experience in a cooperating school involving counseling procedures. Supervised by qualified staff at the employing unit and by counselor education faculty. Seminar participation required.,6,COUNS 972 Internship in Counseling I
admis to rehab couns concentration; writ cons instr agency.,COUNS974,Supervised experience in a public or private rehabilitation agency. Stress on case management and counseling procedures with a variety of clients.,3-6,COUNS 974 Internship in Rehabilitation Counseling
"grad st; field placement; admis to PhD prog in Urban Educ, cons instr.",COUNS975,"A supervised counseling experience with emphasis on the process and techniques of assessment, individual, and group counseling. Opportunity for consultation and feedback on counseling issues.",3,COUNS 975 Doctoral Practicum in Counseling 3
grad st; field placement; admis to PhD prog in Urban Educ; Couns 975(P); cons instr.,COUNS976,"A supervised counseling experience with a broad range of clients within a clinical setting. Opportunity for consultation and feedback on counseling issues, and experience at providing supervision of masters' level students.",3,COUNS 976 Doctoral Practicum in Counseling 4
grad st; field placement; admis to PhD program in Urban Ed; Couns 976(P); cons instr.,COUNS977,"Advanced supervised training in specialized areas of counseling psychology: psychological assessment; individual, family, or group therapy; and consultation in outpatient, inpatient, or community mental health settings.",3,COUNS 977 Advanced Doctoral Practicum in Counseling-5
grad st; cons major professor.,COUNS990,,1-3,COUNS 990 Research or Thesis
doctoral st cons instr.,COUNS999,For benefit of doctoral students unable to secure needed content in regular courses.,1-3,COUNS 999 Independent Reading
none.,CRMJST110,"Survey of the present structure, philosophy, procedures, future prospects of police, courts, corrections, and of the penal system in American society.",3,CRM JST 110 Introduction to Criminal Justice
Crm Jst 110(P).,CRMJST271,"An interdisciplinary analysis of the role of police in a democratic society; emphasis on historical development of police institution, cultural attributes, accountability, occupational socialization, police-behavior, and selected current issues.",3,CRM JST 271 Police Process
Crm Jst 110(P).,CRMJST273,"Analysis of role of corrections in American criminal justice. Emphasis on describing and assessing the effectiveness of correctional models in prisons, jails, probabion, and parole.",3,CRM JST 273 Correctional Process
Crm Jst 110(P).,CRMJST275,"Examination of criminal judicial process from setting bail through sentencing, role of courts within criminal justice. Analysis of structure, professional roles, and procedural law governing processing.",3,CRM JST 275 Criminal Court Process
none.,CRMJST281,"A multidisciplinary view of how forensic scientists contribute to the many ways that physical evidence is collected, analyzed, and evaluated.",3,CRM JST 281 Dead Men Do Tell Tales: An Introduction to Forensic Science
none.,CRMJST285,Lectures on the fundamentals of death investigation as outlined by national guidelines for death investigators.,3,CRM JST 285 Medicolegal Death Investigation
none.,CRMJST291,Selected current issues in criminal justice.,1-3,CRM JST 291 Current Issues in Criminal Justice:
acceptance for Study Abroad Prog.,CRMJST297,"Designed to enroll students in UWM sponsored program before course work level, content and credits are determined and/or in specially prepared program course work.",1-12,CRM JST 297 Study Abroad:
jr st; Crm Jst 110(P).,CRMJST300,Analysis of the problems of the criminal justice system in separating the guilty and the innocent. Discussion of constitutional issues and technical procedural problems involved.,3,CRM JST 300 Criminal Process
jr st; Crm Jst 110(P).,CRMJST301,"Principles, theories and doctrines of the law of crimes with a unified study of legal defense.",3,CRM JST 301 Criminal Law
none,CRMJST304,Provides an overview of domestic and international gangs and organized crime networks. The challenges these organizations bring to the criminal justice system are also discussed.,3,CRM JST 304 Gangs and Organized Crime
Crm Jst 110(P).,CRMJST305,"Examination of criminal justice policy through analysis of relevant theory, research findings, and implications.",3,CRM JST 305 Crime and Criminal Justice Policy
none.,CRMJST310,Issues of race and ethnicity in the criminal justice system. Emphasis on research examining social construction of race and ethnicity.,3,"CRM JST 310 Race, Ethnicity, and Justice"
jr st; Crm Jst 110(P); writ cons instr. Regis priority for students admitted to Crm Jst major.,CRMJST311,"Placement in a faculty unit or project in a criminal justice setting, either public or private. Minimum 120 hours per semester under supervision.",3-6,CRM JST 311 Field Experience Practicum
none,CRMJST340,"Analysis of policing from the perspective of the front line police officer, including societal expectations, legality, use of force, discretion, and psychological aspects.",3,CRM JST 340 Policing the Streets
none.,CRMJST350,"The nature and extent of white collar drime in the United States, especially the harmful and criminal acts of the rich and powerful",3,CRM JST 350 White Collar Crime
jr st; Crm Jst 110(P).,CRMJST370,"Analysis of operational and administrative issues in criminal justice drawn from organizational theory, management theory; discussion of organizational technology, structure, environment; and organizational assessment.",3,CRM JST 370 Criminal Justice Administration
jr st; Crm Jst 110(P).,CRMJST380,"An overview of conceptual and substantive issues in victim centered theory and research, including past, present and future models of victim participation in criminal justice.",3,CRM JST 380 Victimology
none.,CRMJST385,"A study of female crime and delinquency, and how the criminal justice system responds to female crime.",3,CRM JST 385 Women and Criminal Justice
Crm Jst 110(P).,CRMJST386,"Contemporary responses to police problems, the tenets of various police styles and tactical crime analysis.",3,CRM JST 386 Criminal Intelligence
jr st or cons instr.,CRMJST410,Comparative study of criminal justice components of selected countries. Emphasis will be on cultural influences on the principles and operation of criminal justice systems.,3,CRM JST 410 Comparative Criminal Justice
none.,CRMJST416,"An examination of the criminal justice response to domestic violence related incidents. Theoretical and practical issues are explored in the context of physical child abuse, spousal battering, and elder abuse.",3,CRM JST 416 Domestic Violence Research
jr st; Crm Jst 110(P) 150(P).,CRMJST420,Historical and contemporary study of violent crime and its relationship to the criminal justice system.,3,CRM JST 420 Violence and the Criminal Justice System
jr st.,CRMJST421,"Legal issues associated with cybercrimes, including response, investigation and prosecution.",3,CRM JST 421 Cybercrime
jr st or cons instr.,CRMJST430,"Critical examination of theoretical justifications of punishment, corresponding sentencing structures, and recent empirical evidence addressing the utilitarian aims of punishment. Seminar.",3,CRM JST 430 Punishment
none.,CRMJST460,"Aspects of the federal criminal justice system; how law enforcement, courts, and corrections at the federal level are organized as well as special topics within these areas.",3,"CRM JST 460 The Federal System: The FBI, Courts and Corrections"
Crm Jst 110(P).,CRMJST480,"Examination of the criminal investigation process with emphasis on theory of investigation, role of criminal evidence, and effectiveness of the process.",3,CRM JST 480 Criminal Evidence and Investigation
